title,company,location,date,job_url,job_description,date_loaded
Data Engineer - Snowflake - Senior,Lumenalta,Costa Rica,2025-04-14,https://www.linkedin.com/jobs/view/4209449325/,"Experience Remote done Right. With over 20 years of remote experience, our 500+ team members are 100% remote, and we continue to cultivate vibrant relationships and provide exceptional opportunities for career growth while working with stellar clients on ambitious projects.
What we're working on:
Enterprise companies turn to us to help them launch innovative digital products that interact with hundreds of millions of customers, transactions, and data points. The challenges we solve daily are real and require creativity, grit, and determination. We are building a culture that challenges norms while fostering experimentation and personal growth. To grasp the scale of the problems we face, ideally, you have some exposure to Logistics, FinTech, Transportation, Insurance, Media, or other complex multifactor industries.
Requirements
- 7+ years experience in a senior developer role using Python; ideally, you have delivered business-critical software to large enterprises
- You are comfortable manipulating large data sets and handling raw SQL
- Experience using technologies such as Snowflake, AWS, and ETL pipelines is essential.
- Have extensive experience with data warehousing and working with scalability of large volumes of structured data
- Financial Services industry experience preferred
- English fluency, verbal and written
- Personality traits: Professional, problem solver, proactive, passionate, team player.
Why Lumenalta is an amazing place to work at
At Lumenalta, you can expect that you will:
- Be 100% dedicated to one project at a time so that you can innovate and grow.
- Be a part of a team of talented and friendly senior-level developers.
- Work on projects that allow you to use leading tech.
The result? We produce meaningful outcomes for our clients that break barriers in their industries.
The job is 100% Remote; please ensure you have a comfortable office set at your desired work location.
Lumenalta is committed to hiring exceptional talent from a wide variety of diverse backgrounds. If you share our values and enthusiasm for digital transformation, we encourage you to apply
What's it like to work at Lumenalta?        
            
                            
            ",2025-04-14 04:27:58.515007
